a_sex;year;ahe12
2;1992;15.73488903
2;1992;29.89628792
2;1992;31.46977806
2;1992;18.09512329
1;1992;21.24209976
2;1992;28.77236938
1;1992;24.54642677
2;1992;22.47841263
2;1992;16.36428452
2;1992;24.27668571
1;1992;21.24209976
1;1992;19.78100395
2;1992;37.76373291
2;1992;25.04994392
2;1992;17.76519585
1;1992;27.53605652
2;1992;33.0432663
1;1992;23.60233307
2;1992;25.1758213
1;1992;8.523064613
2;1992;41.40760422
2;1992;23.60233307
2;1992;22.09178352
2;1992;40.28131485
2;1992;45.40639496
1;1992;54.28536606
2;1992;4.091071129
1;1992;47.20466614
2;1992;30.30422974
1;1992;22.50089073
1;1992;23.2876358
1;1992;22.50089073
2;1992;15.73488903
2;1992;40.91070938
2;1992;31.46977806
1;1992;20.45535469
1;1992;12.27321339
1;1992;20.59840012
2;1992;28.05305862
1;1992;24.38907623
2;1992;22.50089073
1;1992;14.68589592
1;1992;29.27421188
2;1992;27.53605652
2;1992;17.7017498
2;1992;47.20466614
2;1992;21.39944839
2;1992;29.26689148
1;1992;76.31342316
2;1992;14.94814396
1;1992;38.81871796
1;1992;15.38522434
2;1992;27.53605652
1;1992;18.296381
1;1992;29.10954475
2;1992;24.47649384
2;1992;27.23346138
2;1992;26.74930954
2;1992;25.96256638
2;1992;25.1758213
2;1992;20.57639313
1;1992;39.33722305
2;1992;16.52163315
2;1992;35.4034996
2;1992;32.36891556
2;1992;23.60233307
2;1992;22.47841263
2;1992;20.14065742
2;1992;22.815588
1;1992;16.52163315
2;1992;20.45535469
1;1992;31.46977806
2;1992;16.39993668
1;1992;31.46977806
2;1992;15.73488903
1;1992;17.30837822
2;1992;22.15996933
2;1992;14.16139889
2;1992;36.3112793
1;1992;32.86843491
2;1992;23.77716637
1;1992;21.81904602
2;1992;25.96256638
1;1992;7.867444515
2;1992;13.90885544
1;1992;6.818451405
1;1992;43.2709465
2;1992;29.18723488
1;1992;25.96256638
2;1992;20.70380211
2;1992;45.40639496
2;1992;37.19155502
2;1992;27.42366219
2;1992;22.47841263
1;1992;35.4034996
1;1992;37.63785553
1;1992;47.20466614
2;1992;25.7108078
2;1992;11.80116653
1;1992;24.65132523
2;1992;16.52163315
1;1992;25.1758213
1;1992;47.20466614
1;1992;9.440933228
2;1992;33.12607956
1;1992;27.97313499
2;1992;29.67150497
1;1992;29.89628792
1;1992;37.76373291
1;1992;18.09512329
2;1992;16.67898178
2;1992;23.60233307
1;1992;35.4034996
1;1992;25.1758213
1;1992;33.35796356
2;1992;28.12611389
2;1992;31.99427605
1;1992;35.53387451
2;1992;19.66861153
1;1992;27.53605652
1;1992;35.4034996
1;1992;33.0432663
2;1992;43.2709465
2;1992;27.87322998
2;1992;35.24615097
1;1992;18.18253708
1;1992;29.89628792
2;1992;31.46977806
2;1992;25.96256638
1;1992;66.87327576
1;1992;37.76373291
1;1992;40.12396622
1;1992;31.46977806
2;1992;31.46977806
1;1992;33.56776428
1;1992;19.09166527
1;1992;37.76373291
2;1992;41.95970154
2;1992;20.02622223
1;1992;37.76373291
1;1992;39.33722305
2;1992;20.45535469
1;1992;29.89628792
1;1992;14.94814396
2;1992;7.552746773
1;1992;5.721777916
2;1992;28.12611389
1;1992;26.74930954
2;1992;12.58791065
1;1992;39.27428055
1;1992;17.48320961
1;1992;18.88186646
2;1992;12.19453812
1;1992;17.04612923
2;1992;36.97698593
1;1992;18.88186646
1;1992;25.96256638
2;1992;9.969625473
1;1992;18.88186646
1;1992;27.53605652
1;1992;17.64775848
2;1992;28.32279778
1;1992;18.88186646
2;1992;18.88186646
1;1992;14.16139889
1;1992;35.4034996
2;1992;23.60233307
1;1992;22.78411865
2;1992;29.10954475
1;1992;38.73203278
2;1992;31.46977806
2;1992;29.89628792
1;1992;22.37850952
2;1992;9.818570137
1;1992;34.33066559
1;1992;20.2805233
2;1992;26.74930954
2;1992;15.58503246
1;1992;25.61493492
1;1992;25.74799919
1;1992;23.35756874
2;1992;8.671671867
1;1992;7.47407198
2;1992;20.14065742
1;1992;21.81904602
2;1992;7.552746773
2;1992;14.3771925
2;1992;53.49861908
2;1992;25.1758213
2;1992;22.15996933
1;1992;36.10441589
1;1992;32.25652313
1;1992;28.32279778
2;1992;15.73488903
1;1992;26.74930954
1;1992;27.53605652
2;1992;36.97698593
1;1992;8.136322021
1;1992;39.27428055
2;1992;20.45535469
2;1992;17.30837822
2;1992;25.87515068
2;1992;9.890501976
1;1992;19.66861153
2;1992;9.440933228
1;1992;35.36730957
2;1992;42.48419952
1;1992;46.57527161
1;1992;28.32279778
1;1992;33.0432663
2;1992;18.35396004
1;1992;25.1758213
2;1992;28.63749695
1;1992;38.51900864
2;1992;19.50147247
1;1992;19.27523804
2;1992;31.46977806
1;1992;11.80116653
2;1992;31.46977806
1;1992;22.815588
2;1992;31.46977806
1;1992;15.10549355
1;1992;12.53126526
2;1992;32.90022278
1;1992;31.46977806
1;1992;32.7810173
1;1992;62.93955612
1;1992;25.1758213
1;1992;22.90999794
1;1992;35.4034996
1;1992;25.96256638
1;1992;26.22481346
1;1992;40.91070938
1;1992;62.93955612
1;1992;29.89628792
1;1992;13.90964127
2;1992;29.89628792
1;1992;14.61096859
2;1992;21.24209976
1;1992;43.35836029
1;1992;14.68589592
1;1992;48.77815247
2;1992;15.73488903
2;1992;16.67898178
2;1992;29.9712162
2;1992;23.60233307
2;1992;28.77236938
2;1992;42.91333389
1;1992;29.89628792
2;1992;11.18925476
2;1992;21.53195381
1;1992;23.60233307
2;1992;28.77236938
1;1992;39.33722305
1;1992;31.46977806
2;1992;43.15855408
1;1992;32.72856903
1;1992;21.39944839
1;1992;8.182142258
2;1992;34.16718674
1;1992;39.34001923
2;1992;20.84007263
1;1992;43.35836029
2;1992;26.57448006
1;1992;35.6657486
1;1992;36.50494003
2;1992;25.7108078
2;1992;15.73488903
2;1992;8.991364479
2;1992;19.66861153
2;1992;20.17291451
2;1992;22.47841263
2;1992;28.05305862
2;1992;28.97842026
1;1992;23.60233307
1;1992;41.95970154
2;1992;39.33722305
1;1992;25.50137138
1;1992;33.98735809
2;1992;29.10954475
2;1992;12.58791065
1;1992;15.35111141
2;1992;29.89628792
1;1992;33.83000946
2;1992;37.01445007
1;1992;37.19155502
2;1992;24.47649384
1;1992;51.13838959
2;1992;40.0015831
2;1992;17.41327667
1;1992;26.22481346
1;1992;43.2709465
2;1992;33.0432663
2;1992;28.15716934
1;1992;31.46977806
1;1992;26.78590393
2;1992;29.10954475
1;1992;37.76373291
1;1992;27.53605652
1;1992;29.37179184
1;1992;28.44442749
1;1992;30.07112122
1;1992;18.09512329
2;1992;70.80699921
2;1992;24.38907623
1;1992;17.05661964
1;1992;15.10549355
2;1992;8.65418911
1;1992;13.37465477
2;1992;33.98735809
1;1992;8.582666397
1;1992;24.54642677
1;1992;19.63714027
2;1992;29.22193718
1;1992;18.88186646
2;1992;15.94468689
1;1992;14.94814396
1;1992;23.60233307
2;1992;18.09512329
2;1992;22.02884483
2;1992;17.22734261
1;1992;41.40760422
1;1992;30.68303299
2;1992;31.46977806
1;1992;40.91070938
2;1992;20.45535469
1;1992;17.30837822
2;1992;24.38907623
2;1992;31.46977806
1;1992;31.46977806
1;1992;29.89628792
2;1992;24.27668571
1;1992;28.71617126
1;1992;42.48419952
2;1992;15.73488903
1;1992;28.32279778
1;1992;36.50494003
2;1992;17.30837822
1;1992;28.32279778
2;1992;35.24615097
1;1992;25.1758213
1;1992;30.02216721
2;1992;25.1758213
1;1992;32.32030869
1;1992;23.06341362
2;1992;19.66861153
1;1992;8.182142258
1;1992;14.43907452
2;1992;33.26805115
1;1992;43.42829132
1;1992;29.18106842
1;1992;22.68751526
1;1992;8.916437149
2;1992;20.68013954
1;1992;62.93955612
2;1992;29.89628792
1;1992;38.55047607
1;1992;22.47841263
1;1992;31.46977806
2;1992;15.25261402
1;1992;15.73488903
2;1992;15.70971394
1;1992;25.96256638
1;1992;31.46977806
2;1992;13.28724003
1;1992;19.66861153
1;1992;29.89628792
1;1992;33.83000946
1;1992;22.88711166
1;1992;23.41936874
2;1992;15.64233112
2;1992;25.56919479
2;1992;12.58791065
2;1992;27.53605652
1;1992;11.01442242
1;1992;31.46977806
1;1992;22.02884483
1;1992;14.51543522
2;1992;27.53605652
1;1992;15.73488903
1;1992;36.71474075
2;1992;32.32030869
2;1992;21.24209976
1;1992;19.53769684
1;1992;18.25247002
1;1992;30.07112122
1;1992;17.30837822
2;1992;41.31981659
2;1992;18.88186646
1;1992;17.30837822
2;1992;37.06440353
1;1992;23.60233307
1;1992;62.93955612
2;1992;48.77815247
2;1992;25.96256638
1;1992;29.10954475
2;1992;36.36507416
1;1992;9.965429306
1;1992;19.76947594
1;1992;28.32279778
1;1992;36.61937714
1;1992;22.02884483
2;1992;15.73488903
1;1992;16.36428452
2;1992;11.83683205
1;1992;39.33722305
1;1992;31.46977806
2;1992;26.43461418
1;1992;25.1758213
2;1992;16.36034966
1;1992;28.03671265
2;1992;16.52163315
2;1992;19.66861153
2;1992;37.41406631
1;1992;34.26708984
2;1992;37.76373291
1;1992;21.38331032
2;1992;31.46977806
2;1992;22.02884483
2;1992;28.63749695
2;1992;15.73488903
2;1992;32.25652313
2;1992;16.36428452
1;1992;28.71617126
2;1992;35.4034996
1;1992;19.66861153
1;1992;24.47649384
1;1992;33.0432663
1;1992;13.63690281
2;1992;18.09512329
2;1992;27.53605652
1;1992;40.91070938
1;1992;42.61532211
2;1992;14.68589592
2;1992;14.16139889
1;1992;13.35859966
1;1992;20.59840012
2;1992;23.07783699
1;1992;30.51939011
2;1992;22.02884483
2;1992;31.46977806
2;1992;16.52163315
1;1992;9.536296844
1;1992;26.59196281
1;1992;7.854856968
1;1992;28.54182816
1;1992;29.81347466
2;1992;43.06390762
1;1992;28.32279778
2;1992;37.76373291
1;1992;31.94881821
2;1992;17.7017498
1;1992;22.815588
1;1992;32.25652313
1;1992;22.37850952
2;1992;5.736678123
1;1992;34.91047287
2;1992;18.02824783
1;1992;31.46977806
1;1992;35.47502136
2;1992;25.56919479
1;1992;39.33722305
2;1992;14.16139889
2;1992;22.65824127
1;1992;36.72916412
2;1992;13.37465477
1;1992;61.05136871
1;1992;28.63749695
2;1992;25.74402618
2;1992;20.77005196
1;1992;7.193092346
1;1992;29.42424393
2;1992;7.975960732
2;1992;22.02884483
1;1992;14.68589592
1;1992;21.89903259
1;1992;14.62033367
1;1992;19.66861153
1;1992;18.90418243
1;1992;32.7810173
1;1992;26.18285561
2;1992;8.353795052
1;1992;16.18445778
1;1992;16.64279175
2;1992;18.88186646
1;1992;15.34151649
1;1992;12.33275127
1;1992;14.68589592
2;1992;18.80319214
2;1992;7.867444515
1;1992;22.02884483
1;1992;15.44880009
1;1992;17.30837822
1;1992;24.47649384
2;1992;18.18253708
1;1992;33.71761703
2;1992;21.71414566
1;1992;20.45535469
1;1992;29.50291824
1;1992;9.834305763
1;1992;16.02097702
2;1992;14.16139889
2;1992;12.58791065
1;1992;30.68303299
2;1992;29.89628792
2;1992;22.815588
1;1992;16.67898178
1;1992;23.60233307
2;1992;18.88186646
2;1992;8.811537743
1;1992;27.53605652
1;1992;7.896053314
2;1992;33.56251526
2;1992;18.81892776
1;1992;13.0599575
1;1992;25.56919479
2;1992;21.71414566
1;1992;22.02884483
1;1992;25.1758213
2;1992;27.46453285
1;1992;17.30837822
1;1992;29.10954475
2;1992;21.24209976
2;1992;16.78388214
2;1992;14.16139889
2;1992;25.1758213
1;1992;23.60233307
2;1992;19.66861153
2;1992;19.66861153
1;1992;9.626049042
2;1992;17.13354492
1;1992;14.16139889
1;1992;10.48992538
1;1992;18.18253708
2;1992;22.815588
2;1992;11.39905262
2;1992;23.60233307
1;1992;28.32279778
1;1992;14.16139889
1;1992;27.53605652
2;1992;43.2709465
2;1992;17.48320961
1;1992;31.46977806
2;1992;11.97888374
1;1992;13.73226643
2;1992;15.38522434
1;1992;17.16851234
2;1992;11.73193359
1;1992;27.97313499
1;1992;18.88186646
2;1992;16.59315491
2;1992;23.60233307
1;1992;19.66861153
1;1992;18.88186646
2;1992;22.97293854
1;1992;32.26438904
1;1992;20.14065742
2;1992;14.60197639
1;1992;16.08455276
1;1992;20.97985077
1;1992;35.4034996
2;1992;24.54642677
1;1992;39.51205444
1;1992;20.45535469
2;1992;19.20298576
2;1992;9.440933228
2;1992;23.60233307
1;1992;25.1758213
2;1992;13.84670162
1;1992;22.815588
2;1992;15.28532028
1;1992;27.14268303
1;1992;50.87614059
2;1992;11.05375862
2;1992;18.25247002
2;1992;19.82596016
1;1992;22.37850952
2;1992;20.45535469
2;1992;20.45535469
2;1992;19.66861153
2;1992;22.02884483
2;1992;16.36428452
2;1992;11.01442242
1;1992;23.91703224
2;1992;15.73488903
1;1992;19.82596016
2;1992;27.53605652
1;1992;13.9865675
2;1992;31.46977806
1;1992;16.99367905
2;1992;15.48313046
2;1992;15.73488903
2;1992;24.23106003
1;1992;25.61493492
1;1992;21.33804512
1;1992;30.07112122
2;1992;30.45330429
2;1992;15.73488903
2;1992;23.77716637
1;1992;18.88186646
2;1992;3.933722258
2;1992;24.07674026
1;1992;9.662560463
2;1992;17.57587051
2;1992;16.52163315
1;1992;15.38522434
1;1992;18.09512329
2;1992;20.68013954
1;1992;24.47649384
1;1992;6.293955326
2;1992;21.04978371
2;1992;21.24209976
2;1992;18.09512329
2;1992;15.45515728
2;1992;26.22481346
2;1992;19.18888855
1;1992;45.70610428
2;1992;16.78388214
2;1992;18.84646225
2;1992;17.13354492
1;1992;16.52163315
2;1992;14.16139889
1;1992;24.78244972
1;1992;11.80116653
1;1992;29.89628792
1;1992;35.4034996
1;1992;25.96256638
1;1992;17.16533279
1;1992;7.867444515
2;1992;23.60233307
2;1992;18.88186646
1;1992;24.47649384
2;1992;17.04612923
1;1992;22.02884483
1;1992;20.45535469
2;1992;18.15563965
2;1992;22.815588
1;1992;28.95219612
1;1992;24.84456062
2;1992;16.08892441
2;1992;19.66861153
2;1992;23.60233307
1;1992;26.86442375
1;1992;26.22481346
1;1992;29.10954475
2;1992;28.32279778
1;1992;29.50291824
2;1992;22.02884483
1;1992;34.09225845
1;1992;18.18253708
1;1992;8.582666397
2;1992;5.641300678
1;1992;31.05018044
1;1992;28.32279778
1;1992;22.57956505
1;1992;37.63785553
2;1992;55.8588562
2;1992;23.60233307
1;1992;18.88186646
2;1992;26.22481346
2;1992;30.53317642
2;1992;13.9865675
2;1992;16.36428452
1;1992;30.8112011
1;1992;23.2876358
1;1992;17.04612923
1;1992;18.88186646
1;1992;23.60233307
1;1992;36.50494003
2;1992;25.1758213
1;1992;21.94301796
2;1992;20.97985077
1;1992;23.22469521
1;1992;17.04193306
2;1992;11.69279194
2;1992;28.32279778
2;1992;23.07783699
2;1992;18.88186646
1;1992;22.02884483
2;1992;26.74930954
1;1992;48.61766052
2;1992;33.0432663
2;1992;18.18253708
1;1992;32.93348694
1;1992;31.46977806
2;1992;11.80116653
2;1992;35.6657486
1;1992;31.46977806
1;1992;19.66861153
2;1992;22.815588
2;1992;18.09512329
2;1992;18.09512329
2;1992;26.74930954
2;1992;23.20896149
2;1992;17.48320961
2;1992;18.55360985
1;1992;16.83633041
1;1992;23.91703224
2;1992;22.02884483
1;1992;22.86314392
1;1992;36.36507416
1;1992;22.37850952
2;1992;27.42366219
2;1992;23.60233307
2;1992;18.09512329
1;1992;19.66861153
1;1992;23.9186039
1;1992;20.45535469
2;1992;16.99367905
2;1992;15.34151649
2;1992;20.61270523
1;1992;24.0701828
1;1992;33.0432663
2;1992;20.45535469
2;1992;37.76373291
2;1992;17.53316116
2;1992;20.97985077
1;1992;20.97985077
1;1992;32.86843491
2;1992;27.06400871
2;1992;24.09685898
2;1992;10.57384491
1;1992;10.29920006
2;1992;28.63749695
1;1992;29.50291824
1;1992;27.53605652
2;1992;33.56776428
2;1992;31.07640648
2;1992;22.02884483
2;1992;7.867444515
2;1992;13.28724003
2;1992;10.22767735
1;1992;29.86481857
2;1992;39.33722305
1;1992;19.76009369
2;1992;16.83267212
1;1992;28.0605526
2;1992;13.85841084
1;1992;26.74930954
2;1992;22.815588
1;1992;53.94818878
2;1992;45.48813248
1;1992;35.4034996
2;1992;29.67150497
1;1992;25.1758213
2;1992;36.97698593
2;1992;25.1758213
2;1992;15.81356335
2;1992;9.440933228
1;1992;51.92513275
2;1992;22.02884483
1;1992;27.53605652
1;1992;19.66861153
2;1992;13.85841084
1;1992;31.46977806
1;1992;27.53605652
1;1992;26.86442375
2;1992;15.73488903
1;1992;19.15551758
2;1992;33.0432663
2;1992;5.211395264
1;1992;25.87515068
2;1992;19.0474968
2;1992;11.01442242
1;1992;40.91070938
1;1992;16.52163315
2;1992;22.10751724
1;1992;35.6657486
2;1992;29.50291824
1;1992;56.197155
2;1992;31.03313255
1;1992;15.10549355
2;1992;25.32567787
1;1992;28.32279778
1;1992;22.02884483
2;1992;25.03277779
2;1992;41.69745636
2;1992;17.16533279
1;1992;18.88186646
1;1992;19.36601639
2;1992;11.80116653
1;1992;35.56163788
1;1992;26.97409439
1;1992;14.68589592
1;1992;25.96256638
1;1992;16.43421745
1;1992;34.61675644
2;1992;20.9274025
1;1992;16.69824982
1;1992;17.11955833
1;1992;10.48992538
1;1992;19.51126099
1;1992;19.58119392
1;1992;11.80116653
2;1992;23.79294205
1;1992;16.99367905
1;1992;37.76373291
2;1992;27.97313499
1;1992;12.19453812
1;1992;38.46306229
1;1992;14.68589592
1;1992;19.66861153
2;1992;22.815588
1;1992;20.94628334
2;1992;18.88186646
2;1992;22.02884483
1;1992;31.46977806
1;1992;26.94993019
2;1992;14.94814396
1;1992;40.5610466
1;1992;29.37179184
2;1992;18.55360985
1;1992;22.65824127
2;1992;13.16008854
2;1992;15.73488903
1;1992;15.38522434
1;1992;12.58791065
2;1992;12.23824692
1;1992;23.07783699
2;1992;26.57448006
1;1992;36.19024658
2;1992;22.02884483
2;1992;16.32512283
1;1992;21.95565796
1;1992;38.46306229
2;1992;18.35737038
1;1992;23.60233307
1;1992;25.83834267
2;1992;25.1758213
2;1992;18.88186646
1;1992;26.74930954
2;1992;21.08475113
2;1992;17.11955833
2;1992;16.67898178
1;1992;14.16139889
1;1992;24.54642677
1;1992;18.88186646
1;1992;29.89628792
1;1992;20.97985077
1;1992;29.58159065
2;1992;14.47609806
1;1992;18.88186646
2;1992;27.77994537
1;1992;7.080699444
1;1992;26.35593987
1;1992;36.36507416
2;1992;18.88186646
1;1992;31.46977806
2;1992;18.88186646
1;1992;29.89628792
1;1992;23.91703224
1;1992;46.9185791
1;1992;17.48320961
1;1992;20.14065742
1;1992;25.1758213
1;1992;13.73226643
1;1992;18.18253708
2;1992;17.7017498
1;1992;15.44880009
2;1992;19.93085861
2;1992;21.71414566
1;1992;31.46977806
1;1992;37.76373291
1;1992;26.22481346
1;1992;31.46977806
1;1992;16.00063324
2;1992;28.69886398
1;1992;26.13739777
1;1992;25.1758213
1;1992;20.61812973
1;1992;30.68303299
2;1992;33.0432663
1;1992;37.9807663
2;1992;27.32901764
2;1992;18.74795341
1;1992;13.63690281
1;1992;22.99496651
2;1992;15.73488903
1;1992;31.46977806
1;1992;34.61675644
1;1992;28.32279778
2;1992;28.32279778
2;1992;7.867444515
2;1992;37.76373291
1;1992;22.815588
2;1992;20.23057175
1;1992;33.35796356
2;1992;24.24338341
2;1992;20.45535469
1;1992;46.57527161
1;1992;52.44962692
2;1992;32.18499756
2;1992;23.2876358
1;1992;24.54642677
2;1992;28.16545105
1;1992;32.02112579
1;1992;31.31242752
1;1992;12.58791065
1;1992;23.9563694
2;1992;22.12639999
1;1992;22.72817421
1;1992;27.89366531
2;1992;22.02884483
1;1992;23.60233307
1;1992;31.46977806
1;1992;29.53317451
1;1992;25.1758213
2;1992;25.11288261
1;1992;28.32279778
1;1992;26.57448006
1;1992;12.42228031
2;1992;17.01885414
1;1992;28.32279778
